"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"gene0104"	3.7862879725423	0.0913291714612719	0.416145525312551	0.606231543971475	NA
"gene0105"	33.9702353944243	-0.964950739790054	0.363254434779556	0.00108600566274837	0.00987322956407304
"gene0106"	12.8201698450974	-1.05188410565699	0.575937285780765	0.00642865339181013	0.0407625761245031
"gene0107"	1.75905374486477	-0.0889584506699887	0.439478055105695	0.504645278215682	NA
"gene0108"	6.12504641123341	-0.136482401107779	0.417947888776407	0.470950044696179	NA
"gene0109"	1.69653660627991	-0.144849685965827	0.458999353885506	0.291408533001266	NA
"gene0110"	0.965429743123241	0.0311819756706436	0.436871948330041	0.781918512977106	NA
"gene0111"	0.628009605604534	0.00963001379302286	0.441948945732236	0.858068235567664	NA
"gene0112"	1.47089816900482	-0.0528842095586085	0.433306823536335	0.677361330176991	NA
"gene0113"	3.29724861114356	-0.170047652145599	0.448114435383654	0.331697091826079	NA
"gene0114"	4.09983676462213	-0.116004912605381	0.416537111338629	0.534000788333502	NA
"gene0115"	5.01951801454863	-0.0150571843141426	0.393448583535161	0.935145631502893	NA
"gene0116"	2.82157829964833	0.0178584509511205	0.415599547285144	0.911793426916822	NA
"gene0117"	0.955041449020953	-0.0985809306500373	0.452453120061455	0.348239712198351	NA
"gene0118"	0.974523695680514	-0.0593720122966681	0.442232493999504	0.568743997140948	NA
"gene0119"	3.268476046005	-0.127801109122264	0.429954766265777	0.462386856729187	NA
"gene0120"	0.940703445289896	-0.0313477571434474	0.437571177709128	0.770421959188054	NA
"gene0121"	2.07124151700789	0.149529781218155	0.454851236283715	0.328407405873139	NA
"gene0122"	10.7905766231138	-0.206197262892669	0.396744642218198	0.37059908946069	0.64249467091521
"gene0123"	3.57867353767478	-0.010882672771715	0.404539432963214	0.949440994224819	NA
"gene0124"	1.00726685117996	-0.0841316321642239	0.448233874291839	0.428855271825408	NA
"gene0125"	2.32031191057131	-0.0778841278573443	0.428092912852227	0.610265294672265	NA
"gene0126"	3.5566334592431	-0.0301296934538854	0.411710505408639	0.856012712441286	NA
"gene0127"	2.6111910582885	0.0215026609217602	0.418784826302226	0.89030870320197	NA
"gene0128"	5.94276360214108	0.134029342941096	0.408954716411766	0.508582802214856	NA
"gene0129"	4.65363912282368	0.133263486650779	0.415856932911355	0.496883959185339	NA
"gene0130"	7.92104621374717	-0.00878855439330746	0.369963363050502	0.964599703600945	0.983368156615198
"gene0131"	1.02947266969677	0.0853765435183936	0.450695130654674	0.381938925386798	NA
"gene0132"	6.0365605640264	-0.0182415309503687	0.384330920979429	0.925810245531699	NA
"gene0133"	4.25556471159708	-0.138457127057036	0.426540716160286	0.45496992759485	NA
"gene0134"	5.87400357266812	-0.00181540909177683	0.385840822109559	0.990854059873461	NA
"gene0135"	0	NA	NA	NA	NA
"gene0136"	1.7442129241603	0.0907672959197891	0.439323566173887	0.506618637382961	NA
"gene0137"	0.92311492142723	-0.0265401587330918	0.43852264389969	0.795171000236423	NA
"gene0138"	1.51681056490854	-0.11264905208394	0.45256499354289	0.333063842510899	NA
"gene0139"	154.338206634038	-1.44230864866154	0.23398864943092	6.23519298724883e-11	2.21683379243079e-09
"gene0140"	45.7267773427432	-2.13593877273415	0.336197412164971	1.41939599542856e-11	5.54121064097697e-10
"gene0141"	5.63730159008585	-0.370349722744508	0.547491857559232	0.11691054566763	NA
"gene0142"	7.04068017937018	0.130117326644967	0.394611935978655	0.539165405914261	NA
"gene0143"	5.76555620270808	-0.042833371131463	0.392944645842329	0.821066927420833	NA
"gene0144"	2.5147329737336	0.0177302717000759	0.418615921348815	0.909702256140576	NA
"gene0145"	1.59782941954025	-0.077811372952382	0.441357164610231	0.513070431145929	NA
"gene0146"	2.30181019452444	-0.0621105644767725	0.424985343170745	0.680119772911867	NA
"gene0147"	3.44674872576319	-0.120625311317267	0.425767465833177	0.496688224132979	NA
"gene0148"	3.54972107173593	0.0679993880000005	0.411682510308784	0.699705494330862	NA
"gene0149"	3.43945193832636	-0.0801370663822628	0.416706004556835	0.64113557818287	NA
"gene0150"	1.28254775550783	0.146182427940168	0.467581557035068	0.212947592824258	NA
"gene0151"	4.27952937074559	0.173579754838757	0.438493141624945	0.363527514024264	NA
"gene0152"	4.01283635143275	0.140910664326958	0.427613354163307	0.448175987991237	NA
"gene0153"	1.91820120262528	-0.0719656958969104	0.432168231488356	0.602671983181372	NA
"gene0154"	1.66903425138542	0.0810940422554418	0.440826381103201	0.501756169992398	NA
"gene0155"	4.30772766456841	-0.0933371044542855	0.410602022994331	0.613008131493057	NA
"gene0156"	5.54814049257849	0.0455434962911296	0.392266898613986	0.818594227784277	NA
"gene0157"	3.07914510189531	0.00333971256407825	0.411712700994199	0.985620876057784	NA
"gene0158"	12.5467468430946	-0.125389565579022	0.349892875795532	0.579306208367297	0.789999082780334
"gene0159"	3.55711117288239	0.129634083544749	0.429684189734947	0.462983030266817	NA
"gene0160"	1.0060066115217	-0.0276102887496271	0.436676311500047	0.799051813165	NA
"gene0161"	2.33224687339439	0.262345970042131	0.526342070227664	0.118243092667884	NA
"gene0162"	2.29215194123723	-0.00111023772783194	0.420571556645038	0.992602888078864	NA
"gene0163"	2.52618839214127	-0.084118320475832	0.42742225923473	0.588667964577962	NA
"gene0164"	0.976261648978072	0.0627835894866517	0.444556754544231	0.467613414024326	NA
"gene0165"	12.051062672906	0.337375506376507	0.426131178272084	0.186576578515972	0.438829761879837
"gene0166"	2.29142190042216	-0.192690069039508	0.475449544274839	0.223895174999287	NA
"gene0167"	5.02188131777718	0.0771217645325754	0.399778446256531	0.692324252240029	NA
"gene0168"	0.861134701702534	0.0785590168394061	0.44785466918312	0.444462005592232	NA
"gene0169"	4.76076195995759	0.298555183814149	0.503051724586122	0.174205992289903	NA
"gene0170"	3.33254310387948	-0.0270877692863217	0.408763948620233	0.872695489927145	NA
"gene0171"	1.84282030265468	0.111778644374829	0.444059683846696	0.432017272537057	NA
"gene0172"	19.7069285463655	1.72574243392484	0.530695023274085	8.91318724226426e-05	0.00107552459389989
"gene0173"	0.58254082145336	-0.027195980151719	0.442674690008759	0.729654977770203	NA
"gene0174"	0.454059651628297	-0.0545075989529595	0.448344890825106	0.508202460629133	NA
"gene0175"	1.60983008872187	-0.0956562621981573	0.441076040210222	0.476209972937906	NA
"gene0176"	9.11657114334968	-1.40566032679504	0.733258927064985	0.00356260365611935	0.0267665806767306
"gene0177"	1.78223521135547	-0.0991439398438441	0.443954895264272	0.444855307914564	NA
"gene0178"	5.09258062992578	-0.201970959225629	0.440501160894449	0.317277480547518	NA
"gene0179"	7.15685661418579	-0.237894642509148	0.433324698580276	0.285045637931465	NA
"gene0180"	11.4183306575757	-0.189058520967166	0.386086915539384	0.4096468315612	0.682516185471423
"gene0181"	1.83745880647031	-0.0527650414360764	0.428696091207417	0.70476864355035	NA
"gene0182"	2.24150969490961	-0.139001193010174	0.456317703769434	0.301911965876147	NA
"gene0183"	2.46351223348824	0.0976953952900644	0.43452692503005	0.514274372290578	NA
"gene0184"	0.177456051852464	-0.0297651756621198	0.44969660825671	0.645253476157176	NA
"gene0185"	0.787973691270777	0.0645401000915146	0.445583163197347	0.518642416161466	NA
"gene0186"	1.27335724527411	0.150145399722101	0.469332600299932	0.210195591659753	NA
"gene0187"	0.309187741809136	0.0470079399994539	0.450308122504112	0.653192701241846	NA
"gene0188"	0.988418087659029	-0.0258561539927879	0.436604745176523	0.811454714807901	NA
"gene0189"	0.632713487349328	0.0408456886053667	0.443955268804013	0.680793653863918	NA
"gene0190"	0.674488139616351	0.110907285073143	0.462966002510187	0.249488227547921	NA
"gene0191"	0.928141719345144	-0.0820597202888891	0.448704697986469	0.408651250423496	NA
"gene0192"	0.454059651628297	-0.0545075989529595	0.448344890825106	0.508202460629133	NA
"gene0193"	0.819803661188054	-0.09233195644536	0.454384999447399	0.267670330737599	NA
"gene0194"	0	NA	NA	NA	NA
"gene0195"	2.91674387343435	0.0696427045436802	0.420396543661003	0.673054764651123	NA
"gene0195.1"	1.1038939197868	0.0429028401236701	0.439376974606072	0.689123554523195	NA
"gene0196"	5.05916750417712	0.055756807614489	0.394499568072559	0.775656151933714	NA
"gene0197"	0.146069693687729	0.0213706207431958	0.448759897840456	0.987322827148718	NA
"gene0198"	0.939443205631628	0.0305743745756126	0.437852383105025	0.78116306743231	NA
"gene0199"	0.34057409997387	-0.00257710391038619	0.444682169605121	0.910869140752882	NA
"gene0200"	1.41721940523263	-0.0255977190638235	0.433182764058855	0.824847938496814	NA
"gene0201"	3.66317252150361	-0.262874953600644	0.493332217616555	0.185613850257082	NA
"gene0202"	2.8708428613071	0.0727587303992707	0.421505597642089	0.656857561532403	NA
"gene0203"	1.15128380860465	-0.0015648009682217	0.434185369406033	0.988536132916791	NA
"gene0204"	0.967863635349125	0.0632354051875451	0.444458279619346	0.468796020220166	NA
"gene0205"	2.03484071673487	-0.152414883349555	0.45861667583981	0.291975287572191	NA
"gene0206"	2.58239760581579	0.00311582435939657	0.41588008867294	0.98565313017094	NA
"gene0207"	1.55933125608395	0.0675606961896568	0.437114783901765	0.598174372115154	NA
"gene0208"	5.28755786721241	-0.304739746841442	0.497862550819036	0.171208138499081	NA
"gene0209"	0.39008915143026	-0.0618481536441582	0.453371092734013	0.37633174117895	NA
"gene0210"	0	NA	NA	NA	NA
"gene0211"	0.356902384178269	0.0527997018197601	0.450948344435028	0.593669970327162	NA
"gene0212"	0.0815590240607032	0.0175363995846427	0.448527063528596	0.993328306366226	NA
"gene0213"	0.0815590240607032	0.0175363995846427	0.448527063528596	0.993328306366226	NA
"gene0214"	0.486643793661599	0.0194839552563081	0.443205815126322	0.869334196937796	NA
"gene0215"	1.70323076849805	0.0215447978967747	0.426701588989056	0.875794800483468	NA
"gene0216"	4.67742137715491	-0.173391893046132	0.432531509503885	0.375021439846602	NA
"gene0217"	6.0297396528507	0.0420072257133568	0.395300683843159	0.826436785085181	NA
"gene0218"	3.74782629619658	-0.0812605840253944	0.415649833430474	0.639147772216586	NA
"gene0219"	0.911750979351046	0.0572153105473083	0.443562533734226	0.505881173657903	NA
"gene0220"	2.64580196790573	-0.139270550562554	0.446894339340118	0.363215364510162	NA
"gene0221"	0.934043384958507	0.0862888876778049	0.449514645960848	0.403627144013065	NA
"gene0222"	0.957977186187078	0.0388300617596754	0.451022014242175	0.441091184316649	NA
"gene0223"	1.87393020234268	0.0210637005048956	0.427076974082325	0.876220225387704	NA
"gene0224"	1.09125976746655	-0.0453533422055645	0.438653687153856	0.67498790844238	NA
"gene0225"	3.52282134206012	0.0798435540696378	0.419664984547903	0.631236100391084	NA
"gene0226"	0.883870719062538	0.015060318190292	0.437023418019144	0.89313878242849	NA
"gene0227"	1.4389716414111	0.0174147900185131	0.429860290170736	0.891084683226219	NA
"gene0228"	1.70638473095321	-0.000385892267781357	0.425929444845691	0.996726779759179	NA
"gene0229"	0.811502205235554	-0.00230194736641589	0.439497738389867	0.970194280642754	NA
"gene0230"	1.32674632941494	0.00258213999435819	0.432048932362826	0.98344860326041	NA
"gene0231"	0.617177699749703	-0.0207938703446882	0.441373190671145	0.801769073393417	NA
"gene0232"	0.219230704119486	0.0333982023697393	0.449220952585631	0.806783215881111	NA
"gene0233"	1.64295440018416	-0.0265153240825499	0.430184454508423	0.832937123064499	NA
"gene0234"	1.21658697483645	0.00162963368332068	0.432671648090668	0.989355352004616	NA
"gene0235"	1.97828444898425	-0.0519355983333642	0.428018540026999	0.71108837342729	NA
"gene0236"	2.56281555091095	0.0414961474112739	0.419709350389303	0.789842441733953	NA
"gene0237"	0	NA	NA	NA	NA
"gene0238"	0.382348752240892	0.0581478632154618	0.451673388135033	0.545087824442704	NA
"gene0239"	2.72790116139542	-0.12936020008843	0.443643714175203	0.390719332012191	NA
"gene0240"	2.71438487351708	-0.0583480746957324	0.420364428769621	0.713244759320695	NA
"gene0241"	1.73234713714387	-0.0372013507295968	0.429623105879879	0.77360252425183	NA
"gene0242"	1.02280263877959	-0.0259387489976907	0.436476134377166	0.810876178153228	NA
"gene0243"	2.17901852500387	-0.0197756438169987	0.422621763461216	0.890903747096465	NA
"gene0244"	0.452799411970029	0.00998562357341741	0.444051382525395	0.957364493587243	NA
"gene0245"	0.486643793661599	0.0194839552563081	0.443205815126322	0.869334196937796	NA
"gene0246"	3.93400511522927	-0.0600787044867156	0.410119721684818	0.730195718470773	NA
"gene0247"	2.57282593961923	-0.0786649827795453	0.425982273975301	0.617384712369164	NA
"gene0248"	3.17302771131075	-0.0561185048912881	0.417214343234236	0.731266050021232	NA
"gene0249"	0.632713487349328	0.0408456886053667	0.443955268804013	0.680793653863918	NA
"gene0250"	6.6399385986979	-0.181867204474612	0.42722666687598	0.374218602126035	NA
"gene0251"	0.968583705578404	0.00671208144688712	0.436963846638208	0.943900492885226	NA
"gene0252"	0.830468413767078	0.0689193496679099	0.447261451780884	0.478373568543014	NA
"gene0253"	2.57500609147866	0.208795674665747	0.484590084428736	0.199241706049628	NA
"gene0254"	1.76085599133018	-0.0241399752914216	0.427876325529738	0.856873824764408	NA
"gene0255"	2.839166823511	0.0157657728713407	0.416123424909788	0.921637061333763	NA
"gene0256"	4.70820511010096	-0.046968133120759	0.396850581665286	0.803045393258743	NA
"gene0257"	4.66453532184637	0.104574874675567	0.410265815799475	0.586738516095722	NA
"gene0258"	1.34307461361934	0.0650465420358086	0.43856684485203	0.581391123155236	NA
"gene0259"	15.1110611918393	0.25807888686129	0.376748721407274	0.292256145180752	0.570256763420274
"gene0260"	7.67579670102546	-0.0383141262180509	0.371936427661454	0.853852658680028	0.926005912826559
"gene0261"	1.57724594668857	-0.177517424072305	0.478555485930709	0.187588957287182	NA
"gene0262"	3.69153049543141	-0.027731681964171	0.409234441368098	0.867514227000409	NA
"gene0263"	0.802311695001835	-0.00054067499100356	0.43872039576134	0.984630791938746	NA
"gene0264"	13.8488393010517	-0.124611320616008	0.342324521954073	0.583247495257735	0.791059228767969
"gene0265"	36.9284545940098	-0.400720860712712	0.312612903863683	0.0966299349046144	0.295984923684749
"gene0266"	46.8050607355434	-0.953403673418418	0.326777495938501	0.000527607382495599	0.0052908256243638
"gene0267"	3.57734087164102	0.00134020083146569	0.408413752818179	0.995532531309061	NA
"gene0268"	3.25337151434828	0.0877522755920095	0.420425506247763	0.612321583190792	NA
"gene0269"	1.66389000845691	-0.0181853973451582	0.428234527202015	0.88777993349446	NA
"gene0270"	1.84206613053865	-0.0998503297350812	0.440603825244867	0.472990882818233	NA
"gene0271"	0.989363544351813	0.0844456788798017	0.450670116129286	0.396514142342518	NA
"gene0272"	2.79692442819048	0.00724182862201245	0.414751255486475	0.965140753813108	NA
"gene0273"	0.34057409997387	-0.00257710391038619	0.444682169605121	0.910869140752882	NA
"gene0274"	0.34057409997387	-0.00257710391038619	0.444682169605121	0.910869140752882	NA
"gene0275"	1.58260744287294	0.00809084841631126	0.427408351979354	0.952814362019888	NA
"gene0276"	2.05397915988717	-0.0878204586432175	0.434348221102226	0.538328112853709	NA
"gene0277"	5.65383457303032	0.243125974169402	0.455610536066556	0.258438649597148	NA
"gene0278"	1.5595949670362	0.0312878923516988	0.430038400186481	0.80765068350572	NA
"gene0279"	0.722922852214762	0.0576796470414477	0.44578704562294	0.560018229025612	NA
"gene0280"	4.63980718663486	-0.0535200703673256	0.398635953631609	0.776268397549847	NA
"gene0281"	4.43220413554381	-0.219347754085226	0.456161355528189	0.27228490190416	NA
"gene0282"	2.48991011822381	-0.127371396133518	0.438868644212569	0.430288140060587	NA
"gene0283"	10.2453386852652	0.10159727414322	0.362135486966417	0.647625239296552	0.819721456731999
"gene0284"	8.51931202754741	-0.327226800074626	0.455396082036292	0.186684484335621	0.438829761879837
"gene0285"	10.455731014572	0.0779067457938296	0.357171651527408	0.726323956018008	0.862068077353501
"gene0286"	37.3584776605194	-0.31946508415387	0.296123486247705	0.165231408006195	0.406142880667079
"gene0287"	1.49732831824898	-0.154501095540493	0.470963532112286	0.189903659118705	NA
"gene0288"	0.39668675597195	0.00394327307085093	0.443663079530681	0.967934979793632	NA
"gene0289"	3.69459298155509	-0.0291369022123711	0.404704662517472	0.867841195405398	NA
"gene0290"	4.9945393895395	-0.0722054694592018	0.398652607074052	0.705773142661109	NA
"gene0291"	43.671579375134	-0.272693285277957	0.276648369964213	0.217900341370208	0.485279171888238
"gene0292"	10.6677847548871	-0.0992591006496711	0.361560201989135	0.652121192319268	0.822796764200039
"gene0293"	2.22268506268962	-0.0475979759370912	0.425764694395217	0.736700640403283	NA
"gene0294"	1.45229989528151	-0.117130509705926	0.45543809905335	0.307050505793887	NA
"gene0295"	2.62732947110681	-0.102230361116004	0.432551133688691	0.51064845653339	NA
"gene0296"	26.2607914202203	0.105037885429027	0.298036930398283	0.642100700435953	0.818452301259912
"gene0297"	19.5306866313119	0.307213708033964	0.360814755902792	0.216668082981338	0.484075335339789
"gene0298"	25.0513279007716	-0.285962153308239	0.329273357858684	0.233842216103888	0.503874298985759
"gene0299"	50.9585773222914	-0.491080150367157	0.301700572909891	0.0411802141050662	0.172247492191569
"gene0300"	34.49055751393	-0.372773432106895	0.303934667968874	0.114147990575317	0.323744514580423
"gene0301"	16.7068382299535	-0.711454104216181	0.46961556892041	0.0229598375696538	0.112317043246144
"gene0302"	14.3454092815548	-0.646194228666696	0.493351100612334	0.036155735971975	0.158572135805473
"gene0303"	8.37223258399904	-0.46751709173636	0.535386048560972	0.0923273082825675	0.285440482594087
"gene0304"	11.1335130801537	0.105212127686965	0.367399487666529	0.636668152915372	0.815180895469135
"gene0305"	5.29230679346291	-0.0963524813025257	0.405066773695935	0.613395228887029	NA
"gene0306"	3.47346855463871	-0.099141783735341	0.419455860250912	0.57120933452838	NA
"gene0307"	3.83715657736659	0.077484215513718	0.412548043173128	0.660973652124105	NA
"gene0308"	5.82771816061122	-0.0525082111214931	0.390847514771359	0.788713933199745	NA
"gene0309"	10.0449585820448	0.124380100832383	0.366250035984702	0.580168567464717	0.790092761848325
"gene0310"	4.227787735604	0.12067609677723	0.419433945400759	0.516829201834044	NA
"gene0311"	1.09713730177896	0.0808165503306104	0.447682606103402	0.377030649715209	NA
"gene0312"	7.45663658590331	-0.123884975596214	0.395817278366433	0.547809134028072	0.7770329763342
"gene0313"	6.65321131550174	0.0311196528559628	0.37947672247069	0.881658547439495	NA
"gene0314"	7.37765811832702	-0.00442793920317205	0.372520231798817	0.981248367464222	0.992212036374437
