"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"gene1683"	2.94299412187821	0.0283351928185594	0.41443039284971	0.862006872988773	NA
"gene1684"	6.48772672018498	-0.0593427301665861	0.383273046487304	0.769300676546767	NA
"gene1685"	3.70194475821281	0.262051604534669	0.494151303949805	0.189468642827643	NA
"gene1686"	3.74781491242011	-0.0307555360891769	0.410429787115848	0.856120358611054	NA
"gene1687"	11.4094284462553	0.0233143290986379	0.365568679606343	0.914900216349804	0.960741735628935
"gene1688"	6.29235175512589	1.45341979512329	1.0562287149156	0.00991351849224643	NA
"gene1689"	20.5600165111172	0.875831537316368	0.49128148413796	0.0100570710994853	0.0582082225554515
"gene1690"	1.8173498032911	0.0720601528909922	0.435152114470235	0.587230754555957	NA
"gene1691"	0.463907776301596	0.0698821394305224	0.453556093745496	0.448340367314856	NA
"gene1692"	0.300789728180189	0.046023485848543	0.450214337089528	0.66339328758095	NA
"gene1693"	3.23257892805039	-0.0683396724094483	0.418200515938675	0.675512451404663	NA
"gene1694"	1.17546993700901	0.0671001967274007	0.441015726884015	0.564659217910752	NA
"gene1695"	0.803761806046187	0.13150075306557	0.4700106925448	0.180766206483604	NA
"gene1696"	1.14531968720159	0.0288197488912608	0.436039995089593	0.78653076750094	NA
"gene1697"	6.49470406089681	0.489692337604266	0.670305387370902	0.0651361910766735	NA
"gene1698"	2.00323797065926	0.350588546645063	0.647779278081349	0.0138630125002905	NA
"gene1699"	0	NA	NA	NA	NA
"gene1700"	0.219230704119486	0.0333982023697393	0.449220952585631	0.806783215881111	NA
"gene1701"	0.146069693687729	0.0213706207431958	0.448759897840456	0.987322827148718	NA
"gene1702"	0.276603599775833	-0.0189184680656803	0.44632394626873	0.773931167041082	NA
"gene1703"	4.83044244947739	0.0946692293640148	0.412934858955545	0.599396525105956	NA
"gene1704"	0.0815590240607032	0.0175363995846427	0.448527063528596	0.993328306366226	NA
"gene1705"	0.300789728180189	0.046023485848543	0.450214337089528	0.66339328758095	NA
"gene1706"	3.89784753689124	-0.103476107456373	0.417655503054728	0.566289573849068	NA
"gene1707"	0.94143348610497	0.15250222513951	0.478729422017514	0.130710544960695	NA
"gene1708"	9.24007995003001	0.30110301216116	0.446628063418465	0.219006712536871	0.486654424844765
"gene1709"	5.4389943639108	0.781380043604064	1.06548864930959	0.0302059280489703	NA
"gene1710"	9.53839565659005	0.370809215866752	0.48399012135428	0.148102174171129	0.383947172883746
"gene1711"	1.17004598503493	0.0824551809416987	0.448691611139335	0.355706816649643	NA
"gene1712"	2.68533259933295	0.0857842482867797	0.430649433579516	0.563709400327064	NA
"gene1713"	13.9735933213302	0.54076971476651	0.508545500976947	0.0672682286128209	0.228941954133549
"gene1714"	6.8839282893468	0.370699050949097	0.514253354832975	0.138305645057017	NA
"gene1715"	0.838842296095073	0.0439550710157	0.442823888817156	0.576914216144917	NA
"gene1716"	4.01906277059739	0.440775370114044	0.662863124969756	0.0701295327987485	NA
"gene1717"	0.829208174108811	0.137367626847473	0.472340710339979	0.165401543180739	NA
"gene1718"	0.309187741809136	0.0470079399994539	0.450308122504112	0.653192701241846	NA
"gene1719"	0.551154463288625	0.0267001927262519	0.44337050277072	0.798111165454289	NA
"gene1720"	0.504232317524266	0.0178597831022987	0.442973074774536	0.867712212737548	NA
"gene1721"	1.39593674948581	0.0091161426359299	0.43138878494879	0.940382073217392	NA
"gene1722"	0.803761806046187	0.13150075306557	0.4700106925448	0.180766206483604	NA
"gene1723"	1.9233714142329	0.186850049367042	0.480565437455171	0.197594621200146	NA
"gene1724"	0.527760831489043	-0.0445231747196479	0.446736850040878	0.509691628281633	NA
"gene1725"	1.53291249061626	0.119764284995622	0.451600374925821	0.35975151588646	NA
"gene1726"	12.9426919757689	-0.101459460922204	0.359105200748997	0.645111691454537	0.819143735769121
"gene1727"	19.92337529626	-0.353789725614138	0.368799022449765	0.160483975498507	0.399194596094487
"gene1728"	14.8494170713585	-0.191373218314222	0.356038937143213	0.41420748411222	0.685525437130033
"gene1729"	5.1978197148486	0.120847871936817	0.411737772215335	0.530510517094689	NA
"gene1730"	3.6125562438551	-0.222693127247042	0.468607601444625	0.246900472618907	NA
"gene1731"	1.21929732553907	0.0692258402168579	0.440930282698165	0.556456864906841	NA
"gene1732"	1.72738279501566	-0.174075520850764	0.476298756885936	0.204497686488329	NA
"gene1733"	1.69931938335803	-0.0130611258823376	0.430017483087787	0.915800639175494	NA
"gene1734"	1.93606618496469	-0.0273417385348723	0.425199370356539	0.845464171978376	NA
"gene1735"	3.34927667534768	0.153742328384506	0.441584434586965	0.377227970150682	NA
"gene1736"	1.96799271255841	-0.0920760603440263	0.436010897220491	0.522669080090251	NA
"gene1737"	8.74400805999239	-0.70059366104568	0.673234428689161	0.0358208212881876	0.158135820808828
"gene1738"	3.19777305910008	-0.0696840836399993	0.420796509069236	0.663600182250896	NA
"gene1739"	2.66866051162129	0.0474178067895153	0.418571108198285	0.768683678598167	NA
"gene1740"	2.94065170598381	-0.0213402239159953	0.418385736651803	0.886066056284419	NA
"gene1741"	3.69104855919012	0.289844072750151	0.521973351934708	0.140686503602917	NA
"gene1742"	20.539622373273	-0.259911155255759	0.339587581966978	0.277500614170548	0.557521415553544
"gene1743"	0	NA	NA	NA	NA
"gene1744"	0.177456051852464	-0.0297651756621198	0.44969660825671	0.645253476157176	NA
"gene1745"	1.23291525904085	0.0553816120825382	0.440850897542328	0.607413374101811	NA
"gene1746"	4.92438079466557	-1.33229675093136	1.23630564270095	0.0106894292196046	NA
"gene1747"	1.04743237893649	-0.0498595560567083	0.440328732836005	0.630022988321451	NA
"gene1748"	4.18594065696148	0.0185382908113657	0.399675247894777	0.921550631768953	NA
"gene1749"	7.38101192275407	0.348017164333804	0.496732687848086	0.155524685236276	0.392272804855883
"gene1750"	26.9559055731771	-0.0488950702800187	0.293089131467747	0.824138987593794	0.9126032949384
"gene1751"	3.31394991150114	0.0120235512380949	0.416644249822133	0.94091464180817	NA
"gene1752"	15.6334591309233	0.083587337138773	0.336490310841049	0.713904661801656	0.854993838789911
"gene1753"	7.49880839222649	-0.0573747095782539	0.375667389902473	0.783077952743539	0.891092865001812
"gene1754"	20.9447771840255	0.0731819036579606	0.308835650547895	0.747041355983249	0.875232095866853
"gene1755"	3.8110785635435	0.0919447749085922	0.415892236011899	0.609799621689358	NA
"gene1756"	4.93428390855976	-0.0614494782311455	0.39830651021172	0.744788476443832	NA
"gene1757"	12.2877020000878	0.40989711669462	0.459214469779161	0.12718644443554	0.347348525555404
"gene1758"	5.85061991145434	0.130889333212575	0.405221548013131	0.520340993794192	NA
"gene1759"	13.4596359533339	0.0518629915728771	0.345573007603955	0.817104553487999	0.908857634633858
"gene1760"	7.10920117703752	-0.289074284973242	0.452098550481951	0.2184266192458	NA
"gene1761"	1.78652774585631	0.146806831673052	0.461876713376909	0.275394859259527	NA
"gene1762"	1.57664332146988	0.0394311397018842	0.43035089164585	0.763044683379264	NA
"gene1763"	1.46315776981546	0.0882357538570871	0.442645350086778	0.472631658091857	NA
"gene1764"	1.81734796591294	-0.0539170960669873	0.436224997224492	0.643593106814029	NA
"gene1765"	2.74106734993702	-0.156783629501687	0.447336635596484	0.351658314604001	NA
"gene1766"	21.1404978696885	0.642133929081348	0.425523045075067	0.0305453167843134	0.139312535290078
"gene1767"	29.2924240744696	0.0444116489006264	0.283529657313549	0.842186964111593	0.9203041962383
"gene1768"	12.2303929734119	0.0876535746042772	0.349381220024606	0.696637974503845	0.84387477659211
"gene1769"	29.8127532556252	0.17040275202806	0.295800121656882	0.452530142020704	0.717918336863125
"gene1770"	110.897569417583	0.084946066120893	0.205745729392512	0.643517609113728	0.819143735769121
"gene1771"	6.17429861708254	0.23400971780644	0.443819908259548	0.281930910555826	NA
"gene1772"	15.5231301524292	0.0626928040636839	0.343937247319051	0.779335824607791	0.891092865001812
"gene1773"	26.4947889171399	0.093782985890827	0.310479031429946	0.67840580130143	0.834188064489698
"gene1774"	21.846012572471	0.619501194857739	0.433402519401526	0.0361728694005545	0.158572135805473
"gene1775"	48.9912173395232	0.758434043212031	0.317530512398693	0.00371128751542056	0.0273673090488975
"gene1776"	96.0827769132884	0.574387892081275	0.247651964306658	0.00719454368624433	0.0440748814748076
"gene1777"	869.526116595258	0.525000372795271	0.17423963111655	0.00112477858053629	0.0101112049756158
"gene1778"	3.00756724729494	-0.153409977798975	0.443325982041657	0.369702817179328	NA
"gene1779"	3.34879896170839	-0.0162731584335595	0.408131409623535	0.922836346403243	NA
"gene1780"	0	NA	NA	NA	NA
"gene1781"	3.6007519405952	-0.204118271450783	0.459476974359779	0.274952675754936	NA
"gene1782"	2.63200597098182	0.046596785456274	0.420662587576308	0.762677145049846	NA
"gene1783"	0.866282195199871	0.0163749639058976	0.438011616101322	0.881069170447835	NA
"gene1784"	2.01241851030719	0.0720364384449188	0.430028646478421	0.624309430495602	NA
"gene1785"	0.551154463288625	0.0267001927262519	0.44337050277072	0.798111165454289	NA
"gene1786"	2.20146486273251	-0.221068369359705	0.494521419624204	0.167480478901847	NA
"gene1787"	111.523109434077	-0.147058772131643	0.221162183136356	0.445091496856629	0.711595795953916
"gene1788"	3.80125945941198	0.118439597424772	0.429259473166861	0.484206068613063	NA
"gene1789"	9.81875236798958	-0.113811833284999	0.369491553960121	0.605772128826605	0.80216033632265
"gene1790"	4.71256682701048	0.269990735227495	0.490441688962129	0.187927192174768	NA
"gene1791"	6.40110678971759	-0.147046203365462	0.401525789841613	0.485912188547124	NA
"gene1792"	7.12252704568409	0.1345770993261	0.392639204563624	0.529398029667895	NA
"gene1793"	40.1958007050828	0.138485356090813	0.274600638294712	0.530224599927642	0.766093743436818
"gene1794"	30.9107076094974	0.373027878272223	0.343097343718847	0.136871728906919	0.364908470834946
"gene1795"	25.2167255866333	0.419039978201784	0.370738950008247	0.108706536575514	0.314854162310075
"gene1796"	14.1447136488171	0.189525257136808	0.370374578224294	0.413087802768676	0.684992211494632
"gene1797"	34.2717468919557	-0.134516534395336	0.304122403587896	0.553350382191892	0.780064826278726
"gene1798"	8.01836777561902	0.291692528969823	0.452166526872761	0.223439459355837	0.49211057917862
"gene1799"	2.60980015246501	-0.134031218827532	0.441188437868865	0.410095098724108	NA
"gene1800"	221.92235753495	0.817049097604347	0.241586421800468	0.000154256693262552	0.00180661809579847
"gene1801"	44.4489526801101	0.170276279992223	0.261525198639043	0.427454478696471	0.695100023918075
"gene1802"	162.030546960749	0.523767911570048	0.233386232982501	0.0101893057581741	0.0586326814003605
"gene1803"	163.972605560181	1.02388377346694	0.249038324983542	5.84868308998644e-06	9.95275900184872e-05
"gene1804"	214.730373569254	1.81590364191817	0.240240354997643	3.31719471437123e-15	1.73803544113503e-13
"gene1805"	62.1814903233939	0.634692603070186	0.299728810837716	0.00968070381438027	0.0565228190452525
"gene1806"	4.05143290994366	0.200777654562703	0.454776661325153	0.291785434576637	NA
"gene1807"	5.03407002096672	0.122525540463622	0.409936950860642	0.535524634560799	NA
"gene1808"	3.36070307321356	-0.098148044846406	0.420767854587917	0.573275974201632	NA
"gene1809"	4.61959837521038	0.107223930077704	0.416667112812638	0.556551128897006	NA
"gene1810"	11.2324492102245	-0.101505455430004	0.359777327471584	0.646691973792044	0.819721456731999
"gene1811"	9.64288436120933	-0.107136195645432	0.372352897220223	0.618861562947297	0.808157491392051
"gene1812"	23.4578931189203	0.338036233588041	0.364633732100887	0.178337845726408	0.425744185661006
"gene1813"	3.55714668795981	0.101726133756879	0.426633268075205	0.538054438358039	NA
"gene1814"	9.80679902184934	0.114421815720121	0.378926411826107	0.59937874259114	0.800377650234044
"gene1815"	6.45368921653849	-0.0944977734932243	0.39039170346655	0.64182127106852	NA
"gene1816"	6.64500133588072	0.0796474931882965	0.383690835343933	0.702622588336083	NA
"gene1817"	5.30610040516298	0.290359876090691	0.489791688782646	0.189503963723217	NA
"gene1818"	14.1037730357398	-0.0349300683235394	0.334093701886157	0.874322163712146	0.937412723721531
"gene1819"	9.33709380379034	0.0030150241286304	0.357565246284996	0.990672424332433	0.995637723706337
"gene1820"	5.60217628101258	0.0808516308072131	0.392825273486651	0.689373527713507	NA
"gene1821"	16.691732951745	0.10529852818029	0.332606132028401	0.644751839990313	0.819143735769121
"gene1822"	17.6907949046489	0.142095775032959	0.332043462538655	0.538885078982848	0.772997256667759
"gene1823"	7.19615438597867	0.364176500608709	0.508262222537068	0.145120525175448	NA
"gene1824"	3.26963734276298	0.390824538070016	0.636476966627195	0.072405501531289	NA
"gene1825"	1.88438095223467	-0.044450321386384	0.426809386571435	0.751120574938202	NA
"gene1826"	3.96457484548828	-0.14213808611198	0.430844250681139	0.428398824513165	NA
"gene1827"	1.33739020126185	-0.0268937776347149	0.431532965474499	0.82986428894087	NA
"gene1828"	3.70134959956293	-0.0572879640874469	0.407541958633874	0.748013905731213	NA
"gene1829"	4.38414244570061	-0.15640551325204	0.432764295237097	0.402971829960835	NA
"gene1830"	43.6759127684164	0.6115691140728	0.312799668250741	0.0150326644801848	0.079813426613461
"gene1831"	18.0386423273975	0.49101520188244	0.448651191703712	0.0800245458487425	0.259493274893886
"gene1832"	13.1865790544587	-0.0103723033120413	0.342505309531335	0.960896685514502	0.982107443972985
"gene1833"	15.2406666542018	-0.220861297628398	0.364001831498272	0.352817748967061	0.628997345419456
"gene1834"	5.07741364247936	0.174389964548666	0.426534668651842	0.391431755876434	NA
"gene1835"	2.66645297789208	-0.145797732874874	0.444166483634957	0.375741149882258	NA
"gene1836"	0.429811067434241	0.0611137798918813	0.45206347773532	0.515305337933094	NA
"gene1837"	3.44188583055225	-0.0529902635482636	0.414051329128686	0.749328996452666	NA
"gene1838"	20.1544991758678	-0.403852859307827	0.378539370880137	0.119759876821002	0.332554971758179
"gene1839"	5.94025544616154	-0.0248846955246911	0.391689401647523	0.895793839724929	NA
"gene1840"	5.97193733862961	-0.0359399650562046	0.390698038840232	0.850165146457394	NA
"gene1841"	4.50242193563861	0.159817273366069	0.430972535712253	0.406861988795811	NA
"gene1842"	3.80784892414401	0.221922315159728	0.467620113204294	0.255442878473202	NA
"gene1843"	26.1196154730615	0.246826793663827	0.320779465336366	0.297846452673649	0.572405682696174
"gene1844"	1.14657992685986	-0.0375013203947166	0.436236547144705	0.737216851358807	NA
"gene1845"	0.779575677641831	0.0637180699214152	0.445457696175814	0.523952254778938	NA
"gene1846"	16.6866427194022	0.637694723735515	0.47544630460302	0.0384011776360178	0.164841812675164
"gene1847"	34.6173815514953	0.25900153195563	0.328359397239967	0.28121574738886	0.561022598247716
"gene1848"	1.80525582039985	-0.0285665061066106	0.428725599780813	0.824084123521604	NA
"gene1849"	0.163118048121406	0.0240073200466828	0.448929729887019	0.88296749731603	NA
"gene1850"	3.76209046036147	0.0738597146327496	0.411038633912989	0.683452544203254	NA
"gene1851"	7.14935434898441	0.0759623370962201	0.382099349045164	0.718062569737701	NA
"gene1852"	74.8747318128552	0.195473030212621	0.239654197642919	0.336019158501107	0.611530296687116
"gene1853"	7.20037871670602	0.104069738326114	0.386239370930712	0.623750325999603	NA
"gene1854"	2.39714616555307	-0.163821100488688	0.458794469047878	0.291878412668289	NA
"gene1855"	0.227628717748432	0.0343968549190465	0.44927439649695	0.794898668329212	NA
"gene1856"	4.10033536559556	0.095650423194547	0.412827441116512	0.603980147712651	NA
"gene1857"	7.32845601905998	-0.314704559433606	0.477975727639663	0.183062022571374	0.433589202163534
"gene1858"	2.28305798867996	0.0850837552715229	0.429816121716732	0.576678434526367	NA
"gene1859"	1.83799897589929	-0.0581945220534352	0.43242964699001	0.658050557481427	NA
"gene1860"	3.16787838703728	-0.329511596661697	0.564165451630702	0.0947425327742428	NA
"gene1861"	3.20390292058828	0.0485327409813708	0.414831970398716	0.768872006053417	NA
"gene1862"	1.81393029250553	0.0124229858198008	0.426880815745831	0.927412749965825	NA
"gene1863"	5.71556527499056	-0.0264114902354095	0.386744074858324	0.892286185986973	NA
"gene1864"	0.177456051852464	-0.0297651756621198	0.44969660825671	0.645253476157176	NA
"gene1865"	6.19564556599722	0.152062160594919	0.405118146530174	0.471833808555213	NA
"gene1866"	7.22829449207194	0.114713293715664	0.39300300789378	0.581835021569698	0.790770774626326
"gene1867"	0.559084733864077	0.0782073268669104	0.455124663366854	0.385016480179766	NA
"gene1868"	2.19237091017523	-0.12140029209276	0.440647576851795	0.431132110203549	NA
"gene1869"	1.64980758247047	-0.0948343089757702	0.444341176269731	0.446088399706089	NA
"gene1870"	0.163118048121406	0.0240073200466828	0.448929729887019	0.88296749731603	NA
"gene1871"	4.34795747889077	0.00839837254757099	0.399306117346463	0.96555010691796	NA
"gene1872"	4.23084514038272	0.0283562982611205	0.403450587284287	0.875640971514022	NA
"gene1873"	1.5736432911359	-0.160566194284449	0.472820548494989	0.199802747960809	NA
"gene1874"	27.4239586201341	0.25246708436999	0.326557963880275	0.291783317786629	0.570256763420274
"gene1875"	2.47286176379014	-0.135364393961092	0.443437432253562	0.392361028004793	NA
"gene1876"	4.39724109050552	-0.000473278273323697	0.398739220464889	0.996189676653531	NA
"gene1877"	0.421413053805295	0.0602074260138287	0.451932596937603	0.523338449123312	NA
"gene1878"	1.35226837442189	-0.0963945089064763	0.447393294588741	0.410035862747039	NA
"gene1879"	2.31444434684469	0.0294956013612255	0.419794264676959	0.848137676157426	NA
"gene1880"	5.2793738562705	-0.0784523619470678	0.398223731179643	0.6875330701561	NA
"gene1881"	1.49082402741693	-0.106164765260002	0.451510367831482	0.347487815394285	NA
"gene1882"	6.90193770685173	-0.0139824607620837	0.380220101530116	0.942751531991318	NA
"gene1883"	0.846582695284441	-0.0972106159489775	0.455780186922774	0.252588866862356	NA
"gene1884"	0.332716255773913	-0.0125390013950006	0.445453214631857	0.766509110785979	NA
"gene1885"	0.64064375792478	0.100690619393788	0.460097031505914	0.286672651249544	NA
"gene1886"	6.72741531233589	-0.0556061930220432	0.3824081877808	0.784539636013467	NA
"gene1887"	1.66631576747516	-0.0706926306595707	0.438613714096157	0.571515549834101	NA
"gene1888"	4.04767381825282	-0.347536287043999	0.554240893279099	0.114903571591381	NA
"gene1889"	9.68596610914788	0.0528731744055982	0.360124797385777	0.809757093535242	0.904728604505425
"gene1890"	9.10443645074583	-0.0823922330973718	0.368406002038391	0.701988693840616	0.846040853169895
"gene1891"	2.2034168187171	0.144967514772351	0.451600456559461	0.343258121946516	NA
"gene1892"	10.4753813540679	-0.152277192540666	0.387490376968522	0.487949293048996	0.737963463801122
"gene1893"	22.1508058762019	0.118525662894068	0.331895910799186	0.607562926757688	0.80216033632265
"gene1894"	2.44636732137812	0.0143256345869516	0.42124990504866	0.923080733099564	NA
"gene1895"	6.22050307784146	-0.238380400318627	0.457000743510295	0.249878461865158	NA
"gene1896"	2.69458881592521	-0.313015063062299	0.557476634119971	0.0955993756131765	NA
"gene1897"	1.75340343439402	0.0911270363569556	0.438439339151097	0.511450807365621	NA
"gene1898"	1.35497872512451	-0.0292007306584479	0.431282528284187	0.817199029473005	NA
"gene1899"	0.146069693687729	0.0213706207431958	0.448759897840456	0.987322827148718	NA
"gene1900"	0.567482747493024	0.0802234505472061	0.455493500655726	0.375326778564065	NA
"gene1901"	0	NA	NA	NA	NA
"gene1902"	0	NA	NA	NA	NA
"gene1903"	0	NA	NA	NA	NA
"gene1904"	0	NA	NA	NA	NA
"gene1905"	0	NA	NA	NA	NA
"gene1906"	1.99056971645227	-0.0486181326883536	0.428775639392165	0.720917381825216	NA
"gene1907"	1.40461122159149	0.0472950243411523	0.433513150849761	0.711136161040709	NA
"gene1908"	1.12529727111304	-0.000656364764491357	0.434278160972868	0.994990777594607	NA
"gene1909"	0.795173921031156	-0.0680980824369036	0.445964374335699	0.484544149390892	NA
"gene1910"	2.20812070046189	0.172916653846894	0.464904630335793	0.272672341066048	NA
"gene1911"	1.30871419379973	0.0927042132163874	0.445287372729494	0.454353045273075	NA
"gene1912"	2.31154087418715	-0.0716513673528023	0.429199436188197	0.621744060112496	NA
"gene1913"	3.79679976503331	0.100970581186653	0.426445011347652	0.546962148618303	NA
"gene1914"	1.51702781816441	-0.0316281898133078	0.433917987709231	0.78594620239115	NA
"gene1915"	7.08251361927261	-0.288170611723514	0.467875294710269	0.205084893499158	NA
"gene1916"	0.673290355747783	-0.0158358852299283	0.439754064053525	0.854000131346857	NA
"gene1917"	0.567545203282724	-0.102471100554274	0.462521816141948	0.194205255581823	NA
"gene1918"	1.061326770915	-0.0191848532043767	0.434918560508317	0.863487915771926	NA
"gene1919"	1.02469636157648	0.0149171747414235	0.435788695634235	0.885093569922486	NA
"gene1920"	3.14715678145157	-0.0511362706568992	0.414758309925727	0.757314220633408	NA
"gene1921"	0.563498935977508	0.000584661427675812	0.442906163420951	0.942607049933652	NA
"gene1922"	1.14531968720159	0.0288197488912608	0.436039995089593	0.78653076750094	NA
"gene1923"	2.37866533684035	-0.0771017321194383	0.42965634883258	0.600964337912884	NA
"gene1924"	0.43647112776563	-0.0467753677245732	0.44791565236704	0.548203666797887	NA
"gene1925"	0	NA	NA	NA	NA
"gene1926"	11.234744228862	0.177175669552504	0.382249274131243	0.439790611260684	0.706717600500421
"gene1927"	3.23525095426426	0.212194949312686	0.474245713827065	0.230704939658567	NA
"gene1928"	0.909317087125162	0.0229974216607619	0.437594896061768	0.833708427599365	NA
"gene1929"	1.26000302272458	0.105239445080564	0.453284063326273	0.28593274626827	NA
"gene1930"	6.26239212325641	-0.0539810207146163	0.386021818404427	0.788608213897052	NA
"gene1931"	2.28696937381998	0.112783854792501	0.439217447126369	0.460357504872971	NA
"gene1932"	5.07476249699761	0.0840196932981215	0.401367841810413	0.664122416755548	NA
"gene1933"	30.1413726940557	-0.0558851281646278	0.292334057216499	0.799333580009511	0.898122549547932
"gene1934"	3.1631380181819	0.0430365361877847	0.412940500109081	0.799690876070088	NA
"gene1935"	1.16966482907209	-0.00657052935663858	0.434173996338209	0.953083321496934	NA
"gene1936"	1.06277688195935	0.115828879262168	0.457281133821399	0.300227108217888	NA
"gene1937"	0.520020432299675	0.0779957571431646	0.45503501094158	0.395192871157495	NA
"gene1938"	1.8620885466272	-0.078564770077623	0.434075675863434	0.569494434269777	NA
"gene1939"	20.7749501072573	-0.111776423779943	0.318305056463024	0.623578921253794	0.810408376120303
"gene1940"	6.68718549801354	-0.157357550433168	0.40248411573878	0.458822540144377	NA
"gene1941"	8.08145812716593	-0.357306683841716	0.486175589299695	0.150787839135957	0.386381708776949
"gene1942"	2.15176991047583	-0.0960094513944648	0.436321740440335	0.501697233331484	NA
"gene1943"	2.41084321957669	0.193341916939382	0.474479925691177	0.231949190125772	NA
"gene1944"	8.86985983041281	-0.0187530728693055	0.361780727958413	0.928664990055246	0.964745659353617
"gene1945"	2.00181296294903	-0.119277026547483	0.445593933457006	0.40195940476136	NA
"gene1946"	4.48057639235253	-0.0814938405446692	0.403826848355986	0.665356936705922	NA
"gene1947"	3.11403246998928	-0.108902714963821	0.426914310859049	0.521910547817357	NA
"gene1948"	2.14320474357107	0.0327947588630625	0.425393350862563	0.820197155790777	NA
"gene1949"	3.52752522380491	0.116643792596138	0.42528990990646	0.506069683202277	NA
"gene1950"	4.75307126903344	0.157239233743679	0.426356871670541	0.41828694224656	NA
"gene1951"	4.1330525524159	-0.0807559178007052	0.411609071881354	0.648474073049458	NA
"gene1952"	1.12068994704469	0.0493426563021662	0.438437115558775	0.663107029084681	NA
"gene1953"	1.04373824705234	-0.0150559854783428	0.435984179645126	0.888420966628761	NA
"gene1954"	1.19798870111314	-0.0674128125176804	0.442188820300401	0.530039272656667	NA
"gene1955"	0.19504457571513	-0.0319627629753568	0.44982948327756	0.634467626867637	NA
"gene1956"	0.934739323886834	-0.00249589444626143	0.437344717275261	0.983588971251981	NA
"gene1957"	1.62236768336567	-0.0806255702742321	0.438324450626673	0.535461657055703	NA
"gene1958"	2.40041757301882	-0.0370968367575073	0.421656964247797	0.804372691588879	NA
"gene1959"	22.4189198197838	0.17922784778721	0.320411819178065	0.439760017657404	0.706717600500421
"gene1960"	2.77860586351274	-0.174512096207973	0.457885298240448	0.296319410363801	NA
"gene1961"	2.32359653258966	0.259992078670412	0.52409735967989	0.121020322299974	NA
"gene1962"	3.7066301378473	-0.609091160525417	0.98529442186136	0.0270796021806716	NA
"gene1963"	1.74815938322023	0.0709651409927804	0.433212513918136	0.606159086067586	NA
"gene1964"	18.9528364704487	0.300276315430215	0.361368705720286	0.226483172342684	0.496901250055131
"gene1965"	2.36711336075624	-0.057730810113034	0.424151889860511	0.700549847669988	NA
"gene1966"	1.32107188764324	0.151313865110837	0.470307285305768	0.202515244748844	NA
"gene1967"	2.48731720592976	0.0671613482636045	0.428003454945795	0.652626265363804	NA
"gene1968"	0.837606187737757	0.138310945759694	0.472717463140321	0.162860674194471	NA
"gene1969"	4.03018674130743	-0.0958732152070583	0.41673876647887	0.583947503437654	NA
"gene1970"	1.07421141303287	-0.0577985827094617	0.440664620777193	0.589211375178714	NA
"gene1971"	5.38032670252195	-0.0242750534799601	0.394475042534216	0.89561379889844	NA
"gene1972"	1.39675337739153	0.0394888404449943	0.432178101739722	0.757216917535358	NA
"gene1973"	0.422133124034573	0.0105336205045998	0.443960554618879	0.95428942009832	NA
"gene1974"	0.600129345316026	-0.032101384544095	0.442286910815292	0.701504207496733	NA
"gene1975"	1.33133276614914	-0.105497414112545	0.450865674866353	0.365469592980208	NA
"gene1976"	1.41544312744632	0.0814616016754816	0.441469531019118	0.500942785356357	NA
"gene1977"	0.276603599775833	-0.0189184680656803	0.44632394626873	0.773931167041082	NA
"gene1978"	1.49779789868063	-0.0667523908706129	0.435913341642266	0.604238430730563	NA
"gene1979"	0.591731331687079	-0.0329355094988984	0.442415260928419	0.694288924543255	NA
"gene1980"	0.0815590240607032	0.0175363995846427	0.448527063528596	0.993328306366226	NA
"gene1981"	0.146069693687729	0.0213706207431958	0.448759897840456	0.987322827148718	NA
"gene1982"	1.33218025197481	0.232475702078729	0.525931381204525	0.0471438160588064	NA
"gene1983"	0.470387935832695	0.008321418545536	0.443878551408475	0.957347249032092	NA
"gene1984"	1.34777849536413	0.0993971994675987	0.445766398198984	0.436381202884861	NA
"gene1985"	10.4472077718643	-0.754076453593883	0.725693977083458	0.0292584374331292	0.136279925776536
"gene1986"	1.91327096238382	0.0585344756268699	0.429128038608427	0.682195126809214	NA
"gene1987"	1.27136696480077	0.0205689366598991	0.433646408227402	0.860997079779077	NA
"gene1988"	0.595425463571231	-0.069265064372964	0.45052229441458	0.417287221033196	NA
"gene1989"	1.29934378276572	0.147780105417791	0.468255961962533	0.208904771349884	NA
"gene1990"	0.673290355747783	-0.0158358852299283	0.439754064053525	0.854000131346857	NA
"gene1991"	4.97704417938647	0.0224386211727776	0.394118396392948	0.907651529530624	NA
"gene1992"	3.33916483972213	0.0686162528215602	0.414453518053023	0.693474317344928	NA
"gene1993"	3.32929258374788	-0.0874165251482486	0.416996777689173	0.614287111038511	NA
"gene1994"	2.36856672236943	-0.0883657127428665	0.428799197125008	0.569355797344349	NA
"gene1995"	1.36416923535823	-0.0291985988406737	0.432791785504922	0.810486576495441	NA
"gene1996"	1.46369793924444	0.0808201828138331	0.440806321567562	0.506900768483312	NA
"gene1997"	5.57479883769748	-0.0467614139211921	0.391941032290763	0.809454988473129	NA
"gene1998"	3.92130037391169	-0.0673219052847146	0.407816549499018	0.71081379645472	NA
"gene1999"	4.30811303653123	-0.50926058132706	0.721533369364789	0.0540505034032673	NA
"gene2000"	2.45631622632987	-0.328456881035948	0.585358144756635	0.071539849611554	NA
"gene2001"	5.98704551257001	0.0314982353757068	0.385241056589771	0.877422424692686	NA
"gene2002"	3.27848643471328	-0.276956181286231	0.512768787246957	0.152503442692436	NA
